text,aspect,label,model_name
"Undoubtedly, Iphone is more safe and has better software.",software,Neutral,iphone11
Simply I love it Best mixture of hardware and software.,software,Positive,iphone11
"Pros Smooth and complimenting UI, with iOS 14.4 and widget update What frame drop Be amazed to experience lagfree games and smooth performance across camera perfect night vision camera Cons And its nonMaybe the screen refresh rate is low, but the iOS experience deceives itREAD MORE",performance,Positive,iphone11
"Pros Smooth and complimenting UI, with iOS 14.4 and widget update What frame drop Be amazed to experience lagfree games and smooth performance across camera perfect night vision camera Cons And its nonMaybe the screen refresh rate is low, but the iOS experience deceives itREAD MORE",camera,Positive,iphone11
"Offering most of the topend camera technology of the powerful iPhone 11 Pro, it packs good spec and manages to do so for a lower cost than many would expect this is the one to go for if you want a good value new iPhoneREAD MORE",camera,Positive,iphone11
Camera and loud speaker has been improved a lot.,camera,Positive,iphone11
Otherwise camera is best.,camera,Neutral,iphone11
Overall performance is less than android.,performance,Neutral,iphone11
I think you can go for iphone 12 if your budget is high otherwise iphone 11 have only ips lcd display which is not better than iphone 12 oled display and camera is best performance is betterREAD MORE,performance,Neutral,iphone11
I think you can go for iphone 12 if your budget is high otherwise iphone 11 have only ips lcd display which is not better than iphone 12 oled display and camera is best performance is betterREAD MORE,display,Neutral,iphone11
I think you can go for iphone 12 if your budget is high otherwise iphone 11 have only ips lcd display which is not better than iphone 12 oled display and camera is best performance is betterREAD MORE,camera,Neutral,iphone11
My 3rd iPhone Great performance Amazing visual and sound clarity awesome as always.READ MORE,performance,Positive,iphone11
My 3rd iPhone Great performance Amazing visual and sound clarity awesome as always.READ MORE,sound,Positive,iphone11
Its camera is amazing and low light pictures are way too good.,camera,Neutral,iphone11
The performance is obviously great but battery takes time to charge with the charger provided .,battery,Neutral,iphone11
The performance is obviously great but battery takes time to charge with the charger provided .,performance,Neutral,iphone11
The battery lasts only a day and not more.,battery,Negative,iphone11
I am returning to iPhone after 7 years using android and my decision point was peace of mind software support for next 45 years.,software,Positive,iphone11
Nice but the price will keep outstanding for everyone to buy it other wise full secured handset Battery backup is awesome processor no words about it if we use with wifi the speed is different compare to one plus 7tREAD MORE,battery,Positive,iphone11
Nice but the price will keep outstanding for everyone to buy it other wise full secured handset Battery backup is awesome processor no words about it if we use with wifi the speed is different compare to one plus 7tREAD MORE,price,Positive,iphone11
Just the battery performance is little bit lower then iphone xr and other varients and the display is not as good as iphone 11 pro max but yaa the price is also lesser then this so it balances that.,battery,Neutral,iphone11
Just the battery performance is little bit lower then iphone xr and other varients and the display is not as good as iphone 11 pro max but yaa the price is also lesser then this so it balances that.,performance,Neutral,iphone11
Just the battery performance is little bit lower then iphone xr and other varients and the display is not as good as iphone 11 pro max but yaa the price is also lesser then this so it balances that.,display,Neutral,iphone11
Just the battery performance is little bit lower then iphone xr and other varients and the display is not as good as iphone 11 pro max but yaa the price is also lesser then this so it balances that.,price,Neutral,iphone11
"Other then that phone is great, camera is awesome, best for videos too and all other performances.",performance,Positive,iphone11
"Other then that phone is great, camera is awesome, best for videos too and all other performances.",camera,Positive,iphone11
LCD screen when every one is offering amoled screen at less price.,price,Negative,iphone11
But still performance is superb.,performance,Positive,iphone11
This is my 3 month usage review The best quality of this phone is Camera superb Battery life amazing literally I bought this forn 64900 value for money at this priceREAD MORE,battery,Positive,iphone11
This is my 3 month usage review The best quality of this phone is Camera superb Battery life amazing literally I bought this forn 64900 value for money at this priceREAD MORE,camera,Positive,iphone11
This is my 3 month usage review The best quality of this phone is Camera superb Battery life amazing literally I bought this forn 64900 value for money at this priceREAD MORE,price,Positive,iphone11
After iPhone X I have this iPhone 11 dual camera variant.,camera,Positive,iphone11
battery operating time seems to be enhanced in this model.,battery,Positive,iphone11
camera quality is awesome READ MORE,camera,Positive,iphone11
"Phone works great except the battery,drains quicker when you are playing high graphics game like fortnite etcREAD MORE",battery,Neutral,iphone11
Best camera with best battery Ive been using since morning but still 70.,battery,Positive,iphone11
Best camera with best battery Ive been using since morning but still 70.,camera,Positive,iphone11
Apple really work for the battery this time.,battery,Positive,iphone11
"The battery life is good, the cameras are great.",battery,Positive,iphone11
"The battery life is good, the cameras are great.",camera,Positive,iphone11
"I keep seeing people talk about the usual things the battery, the camera, the display all that is good but where I think this device knocked it outta the park is its performance along with the ease of the iOS 13.",battery,Neutral,iphone11
"I keep seeing people talk about the usual things the battery, the camera, the display all that is good but where I think this device knocked it outta the park is its performance along with the ease of the iOS 13.",performance,Neutral,iphone11
"I keep seeing people talk about the usual things the battery, the camera, the display all that is good but where I think this device knocked it outta the park is its performance along with the ease of the iOS 13.",display,Neutral,iphone11
"I keep seeing people talk about the usual things the battery, the camera, the display all that is good but where I think this device knocked it outta the park is its performance along with the ease of the iOS 13.",camera,Neutral,iphone11
"Have been used for 2 months its quite good but not satisfied with the camera quality, because of the wide angle lens there is too much lens distortion on the edges i will say 7 has much more better camera quality with crisp images and with very less lens distortion.",camera,Negative,iphone11
Recommend for anyone who loves the Apple ecosystem and needs performance.,performance,Positive,iphone11
The display is good just like the X or Xs but the selling point here is the camera and it is really good.,display,Positive,iphone11
The display is good just like the X or Xs but the selling point here is the camera and it is really good.,camera,Positive,iphone11
The battery is really improved and the new chipset give power packed performance.,battery,Positive,iphone11
The battery is really improved and the new chipset give power packed performance.,performance,Positive,iphone11
But look for all the deals and offers and buy it at the minimum price.,price,Neutral,iphone11
"I love this iPhone 11, excellent battery backup, superb camera, performance is all time good in iPhone, because this is iOS.",battery,Positive,iphone11
"I love this iPhone 11, excellent battery backup, superb camera, performance is all time good in iPhone, because this is iOS.",performance,Positive,iphone11
"I love this iPhone 11, excellent battery backup, superb camera, performance is all time good in iPhone, because this is iOS.",camera,Positive,iphone11
The camera is amazing and os has always been a pleasure to use.,camera,Positive,iphone11
The Camera is a beast Performance super Smooth .,performance,Positive,iphone11
The Camera is a beast Performance super Smooth .,camera,Positive,iphone11
Even the cheapest of android phones come with a 1080i display but not the damn iPhone 11.,display,Negative,iphone11
The pictures in Instagram and FB dont look appealing enough until you get used to the 720p resolution .Battery,battery,Neutral,iphone11
PubG drains out the battery pretty bad,battery,Negative,iphone11
nice camera quality and sound.,camera,Positive,iphone11
nice camera quality and sound.,sound,Positive,iphone11
"Simply wow the camera, battery backup, gaming performance, display quality and most of the value for money.",battery,Positive,iphone11
"Simply wow the camera, battery backup, gaming performance, display quality and most of the value for money.",performance,Positive,iphone11
"Simply wow the camera, battery backup, gaming performance, display quality and most of the value for money.",display,Positive,iphone11
"Simply wow the camera, battery backup, gaming performance, display quality and most of the value for money.",camera,Positive,iphone11
upgraded from iPhone 7 and was introduced to a great performance right out of the box .Worth,performance,Positive,iphone11
Great camera especially the night modeREAD MORE,camera,Positive,iphone11
"No issues till now, good battery backup for 1 day with good usage.",battery,Positive,iphone11
Incredible phone with a excellent battery and a better experience.,battery,Positive,iphone11
"Previously I used OnePlus 5t which had a full hd AMOLED display,but I didnt notice a huge difference.",display,Neutral,iphone11
One thing is battery consumption is 15 per match.xr takes 10 per match.so i hope apple fix this.,battery,Neutral,iphone11
Camera is awesomeBest battery backupA performer,battery,Positive,iphone11
Camera is awesomeBest battery backupA performer,camera,Positive,iphone11
"Battery Life is enhanced , it worked for complete 2 days without charging it.",battery,Negative,iphone11
Good CameraREAD MORE,camera,Positive,iphone11
Awesome Battery Life.,battery,Positive,iphone11
Camera clarity is too good.,camera,Negative,iphone11
Its gives full day battery backup in single charge.,battery,Positive,iphone11
Dual speakers makes the sound quality very loud.,sound,Positive,iphone11
very good camera qualityREAD MORE,camera,Positive,iphone11
Its very good battery life and display and video quality and ther performance of iPhone.READ MORE,battery,Positive,iphone11
Its very good battery life and display and video quality and ther performance of iPhone.READ MORE,performance,Positive,iphone11
Its very good battery life and display and video quality and ther performance of iPhone.READ MORE,display,Positive,iphone11
Superbb performance n camera is awesome READ MORE,performance,Positive,iphone11
Superbb performance n camera is awesome READ MORE,camera,Positive,iphone11
BatteryPerformance CameraPriceAll together worth IT READ MORE,battery,Positive,iphone11
BatteryPerformance CameraPriceAll together worth IT READ MORE,performance,Positive,iphone11
BatteryPerformance CameraPriceAll together worth IT READ MORE,camera,Positive,iphone11
BatteryPerformance CameraPriceAll together worth IT READ MORE,price,Positive,iphone11
Nice productThe camera is extremely good which i liked the most.,camera,Positive,iphone11
Camera is just wow READ MORE,camera,Positive,iphone11
The only thing missing is OLED display other than that 11 is no where lesser than 11pro.,display,Neutral,iphone11
Best camera everREAD MORE,camera,Positive,iphone11
Not a very big difference between 12 except for the OLED screen and a very minor camera improvement which is you cant make a difference.,camera,Neutral,iphone11
Awesome camera and gud battery backupREAD MORE,battery,Positive,iphone11
Awesome camera and gud battery backupREAD MORE,camera,Positive,iphone11
"Awesome phone, great displaymay not be a OLED.very fast processor.taking portrait photo is the real joy.",display,Positive,iphone11
"Using this phone from last 4days, great camera quality love itREAD MORE",camera,Positive,iphone11
My first ever I phone and awesome performance camera battery and smoother than my previous phoneREAD MORE,battery,Positive,iphone11
My first ever I phone and awesome performance camera battery and smoother than my previous phoneREAD MORE,performance,Positive,iphone11
My first ever I phone and awesome performance camera battery and smoother than my previous phoneREAD MORE,camera,Positive,iphone11
Outstanding performance this phoneREAD MORE,performance,Positive,iphone11
Battery backup topnotch.,battery,Positive,iphone11
only the name worth it with d price.READ MORE,price,Neutral,iphone11
Quality cameraREAD MORE,camera,Positive,iphone11
Perfect iPhone on this budget Camera and the night mode is crazy and killing it Also the colour suits for everyone READ MORE,camera,Positive,iphone11
The camera stabilizer is also very good.,camera,Positive,iphone11
Battery heats every once in a while.,battery,Positive,iphone11
"Also, while Apple claims that the battery lasts 1 hour more than iphone XR, I personally have tried testing and the hard fact is that it doesnt.",battery,Negative,iphone11
Phones performance and camera is great.,performance,Positive,iphone11
Phones performance and camera is great.,camera,Positive,iphone11
Just that battery life js not very great.,battery,Neutral,iphone11
My dream is complete just mindblowing phone camera is superb READ MORE,camera,Positive,iphone11
Really a giant for battery backup and really gaming phone rest all you know very well1st pic,battery,Positive,iphone11
camera is very good.,camera,Positive,iphone11
"Camera is good,getting little use to IOSHate the slow 5W charger bundled along Earlier I used Oneplus 6 which used to get charge lighting fastCamera clicks are too natural, you dont get any beautification like Vivo oppo or something Yes battery drains a lil slow so backup is good Screen quality is",battery,Neutral,iphone11
"Camera is good,getting little use to IOSHate the slow 5W charger bundled along Earlier I used Oneplus 6 which used to get charge lighting fastCamera clicks are too natural, you dont get any beautification like Vivo oppo or something Yes battery drains a lil slow so backup is good Screen quality is",camera,Neutral,iphone11
"but loved the dark modeSound quality is really good,it surrounds really properly I would have completely loved the product more if they would ha.READ MORE",sound,Positive,iphone11
Amazing camera quality.,camera,Positive,iphone11
If you want to buy a latest iPhone in an affordable price.,price,Positive,iphone11
Nice camera.,camera,Positive,iphone11
"The camera of this mobile is very good, battery life is also goodREAD MORE",battery,Positive,iphone11
"The camera of this mobile is very good, battery life is also goodREAD MORE",camera,Positive,iphone11
Overall good performance.READ MORE,performance,Positive,iphone11
"Very bad experience on buying iphone 11 on flipkart received defective product and realized after 20 days of purchase blurry dark spot in rare camera appearing, frequent calls drops and i requsted flipkart for a replacement but they denied and told me to contact apple",camera,Negative,iphone11
now i have given the phone to apple store they are going to replace the camera and give it to me.,camera,Positive,iphone11
Camera outstanding READ MORE,camera,Positive,iphone11
"Probably the best phone one can get Best camera , performance, displayA big YES for this beastREAD MORE",performance,Positive,iphone11
"Probably the best phone one can get Best camera , performance, displayA big YES for this beastREAD MORE",display,Positive,iphone11
"Probably the best phone one can get Best camera , performance, displayA big YES for this beastREAD MORE",camera,Positive,iphone11
Power packed performance.,performance,Positive,iphone11
Great cameras.,camera,Positive,iphone11
Check image quality Camera Performance SuperbDisplay GoodBattery Performance Very GoodiPhone 11 Value For Money ProductOverall AwesomeREAD MORE,battery,Positive,iphone11
Check image quality Camera Performance SuperbDisplay GoodBattery Performance Very GoodiPhone 11 Value For Money ProductOverall AwesomeREAD MORE,performance,Positive,iphone11
Check image quality Camera Performance SuperbDisplay GoodBattery Performance Very GoodiPhone 11 Value For Money ProductOverall AwesomeREAD MORE,display,Positive,iphone11
Check image quality Camera Performance SuperbDisplay GoodBattery Performance Very GoodiPhone 11 Value For Money ProductOverall AwesomeREAD MORE,camera,Positive,iphone11
Nice iPhone camera quality and battery performance very good but not charger and headphoneearpod inside.,battery,Positive,iphone11
Nice iPhone camera quality and battery performance very good but not charger and headphoneearpod inside.,performance,Positive,iphone11
Nice iPhone camera quality and battery performance very good but not charger and headphoneearpod inside.,camera,Positive,iphone11
Battery 10102.,battery,Positive,iphone11
Camera 10103.,camera,Positive,iphone11
Performance 10104.,performance,Positive,iphone11
Sound on Speaker 810Cons1.,sound,Positive,iphone11
"It has faster performance, an ultra wide camera, night mode, an hour longer battery life,READ MORE",battery,Positive,iphone11
"It has faster performance, an ultra wide camera, night mode, an hour longer battery life,READ MORE",performance,Positive,iphone11
"It has faster performance, an ultra wide camera, night mode, an hour longer battery life,READ MORE",camera,Positive,iphone11
Awesome camera.,camera,Positive,iphone11
Just amazing.battery is so powerful.camera is crystal clear.i loved iphoneREAD MORE,battery,Positive,iphone11
Just amazing.battery is so powerful.camera is crystal clear.i loved iphoneREAD MORE,camera,Positive,iphone11
"Night mode is perfect, Battery backup is perfect.",battery,Positive,iphone11
whatever i just sign up with Apple id. and phone performance is great.,performance,Positive,iphone11
So beautiful camera in facilityREAD MORE,camera,Positive,iphone11
"my 1st iphone,iphone 11 and xr also good in that price u can choose between this two phones.",price,Positive,iphone11
am talking about frount camera its too good compared to androids phoneREAD MORE,camera,Negative,iphone11
Superbb product but battery level little bit to improveREAD MORE,battery,Positive,iphone11
1.Camera is excellent2.,camera,Positive,iphone11
Simply awesome devicePerfect cameraAwesome features.,camera,Positive,iphone11
Raw power n performance.,performance,Positive,iphone11
"Best Camera, good speakers and I guess green is the best color.",camera,Positive,iphone11
Oh.yeah.good battery backup tooREAD MORE,battery,Positive,iphone11
i phn 11 Camera osm READ MORE,camera,Positive,iphone11
Top notch cameraREAD MORE,camera,Positive,iphone11
Best in class phone battery is not up to mark but not bad also all round phone is bestREAD MORE,battery,Positive,iphone11
Superb phone .Great battery live and insane performance .I would recommend this phone to any one who would like to move to apple productsREAD MORE,battery,Positive,iphone11
Superb phone .Great battery live and insane performance .I would recommend this phone to any one who would like to move to apple productsREAD MORE,performance,Positive,iphone11
Lovely camera quality Worth buyingREAD MORE,camera,Positive,iphone11
"The display, battery, performance for the old phone was perfect, still they deducted.",battery,Positive,iphone11
"The display, battery, performance for the old phone was perfect, still they deducted.",performance,Positive,iphone11
"The display, battery, performance for the old phone was perfect, still they deducted.",display,Positive,iphone11
Super camera qualityREAD MORE,camera,Positive,iphone11
"It just wow, amazing performance, camera, battery and value for money.",battery,Positive,iphone11
"It just wow, amazing performance, camera, battery and value for money.",performance,Positive,iphone11
"It just wow, amazing performance, camera, battery and value for money.",camera,Positive,iphone11
the camera quality is poor and not working properly.,camera,Negative,iphone11
Damn the camera,camera,Negative,iphone11
The smoothness Battery life far better then what i thought Unlimited tools to accessBest security options Deal which i was waiting for Guyz its really worth the money U wont regretThankuyou FlipkartREAD MORE,battery,Positive,iphone11
"So its a quick review of iPhone 11 in 2022, I would suggest you for buying iPhone 12 or 13 because of heating and battery issues, its good no doubt",battery,Neutral,iphone11
but if you are a gamer its gonna heat no fps but the battery drain is very bad,battery,Negative,iphone11
PMAnd the performance is amazing.,performance,Positive,iphone11
"I had hopes of this amazing camera I could use for photography or simply to just take photos of day to day life and capture the exact beauty whilst this camera does come with noticeable improvements from previous iPhones, it isnt amazing.",camera,Positive,iphone11
I would have wanted something more from a camera that had been the main focus of the phoneIm madly love with this iPhone READ MORE,camera,Positive,iphone11
MD sufiyan rider OwsmMobile nd battery mast h v goodREAD MORE,battery,Positive,iphone11
superb phone the battery back is greatand amazing cameraREAD MORE,battery,Positive,iphone11
superb phone the battery back is greatand amazing cameraREAD MORE,camera,Positive,iphone11
Phone battery is good 4K video recording is really amazingCamera is goodLow light performance should be improved Performance is goodSlow motion video create blinking on screen in artificial light Flipkart showed me quick delivery next day but the phone arrived one day late.,battery,Neutral,iphone11
Phone battery is good 4K video recording is really amazingCamera is goodLow light performance should be improved Performance is goodSlow motion video create blinking on screen in artificial light Flipkart showed me quick delivery next day but the phone arrived one day late.,performance,Neutral,iphone11
Phone battery is good 4K video recording is really amazingCamera is goodLow light performance should be improved Performance is goodSlow motion video create blinking on screen in artificial light Flipkart showed me quick delivery next day but the phone arrived one day late.,camera,Neutral,iphone11
I always love iPhones cameraREAD MORE,camera,Positive,iphone11
Awesumm camera good value for moneyREAD MORE,camera,Positive,iphone11
Such an awesome experience with iPhone 11 awesome Camera quality.,camera,Positive,iphone11
Love this cameraREAD MORE,camera,Positive,iphone11
The camera is very goodREAD MORE,camera,Positive,iphone11
"Good performance, good camera quality and good battery backup, just go for it.",battery,Positive,iphone11
"Good performance, good camera quality and good battery backup, just go for it.",performance,Positive,iphone11
"Good performance, good camera quality and good battery backup, just go for it.",camera,Positive,iphone11
"I have an iPhone11, and the red variant colour is such a amazing look, the camera quality is superb and the battery performance is awesome.READ MORE",battery,Positive,iphone11
"I have an iPhone11, and the red variant colour is such a amazing look, the camera quality is superb and the battery performance is awesome.READ MORE",performance,Positive,iphone11
"I have an iPhone11, and the red variant colour is such a amazing look, the camera quality is superb and the battery performance is awesome.READ MORE",camera,Positive,iphone11
"Its been 6 months i have been using this phoneSwitched from Oneplus 6I was worried about battery life Before buying, but battery capacity is amazing, full charge One day No problem.",battery,Positive,iphone11
one less star is for late delevery as well as for a bit low battery performance than i expected.,battery,Positive,iphone11
one less star is for late delevery as well as for a bit low battery performance than i expected.,performance,Positive,iphone11
Awesome performance with pro cameraREAD MORE,performance,Positive,iphone11
Awesome performance with pro cameraREAD MORE,camera,Positive,iphone11
"The Phone is Amazing The design, the camera, the sound, the glass, the processor, the unlocking system even in so dark it gets open after recognising the face within fraction of second, the best part the size of phone is handy and sleek.",camera,Positive,iphone11
"The Phone is Amazing The design, the camera, the sound, the glass, the processor, the unlocking system even in so dark it gets open after recognising the face within fraction of second, the best part the size of phone is handy and sleek.",sound,Positive,iphone11
Camera is awesome Battery lasts more than a day without gamesSpeakers goodTakes 3 Hrs for full chargeREAD MORE,battery,Positive,iphone11
Camera is awesome Battery lasts more than a day without gamesSpeakers goodTakes 3 Hrs for full chargeREAD MORE,camera,Positive,iphone11
"beautiful shining, battery performance is too good.only the draw back is my expectations not meeted front cam but back cam is superb.",battery,Positive,iphone11
"beautiful shining, battery performance is too good.only the draw back is my expectations not meeted front cam but back cam is superb.",performance,Positive,iphone11
"The phone camera is ultimate even in night,Battery backup ,Screen performance, processorbest quality love thisREAD MORE",battery,Positive,iphone11
"The phone camera is ultimate even in night,Battery backup ,Screen performance, processorbest quality love thisREAD MORE",performance,Positive,iphone11
"The phone camera is ultimate even in night,Battery backup ,Screen performance, processorbest quality love thisREAD MORE",camera,Positive,iphone11
This is a picture taken at 12 mid night with clouds all around with very minimal light available on the street the camera is mind blowingREAD MORE,camera,Negative,iphone11
The products is good and but apple should give the full hd display and 18 W charger in box that help to lotREAD MORE,display,Positive,iphone11
"Great phone, super performance, u will have all features of i phone 11 pro 1 lesser camera and lack of qhd screen doesnt matter will save your more thn 30k Rs.",performance,Positive,iphone11
"Great phone, super performance, u will have all features of i phone 11 pro 1 lesser camera and lack of qhd screen doesnt matter will save your more thn 30k Rs.",camera,Positive,iphone11
Doesnt makes a difference than i phone 11 pro just 1 camera less could save your money with all i phone 11 pre look.,camera,Negative,iphone11
Camera 55Battery 4.55Display 45READ MORE,battery,Positive,iphone11
Camera 55Battery 4.55Display 45READ MORE,display,Positive,iphone11
Camera 55Battery 4.55Display 45READ MORE,camera,Positive,iphone11
"Android to Ios A13 its blast performance can be feel, some time lacks in WhatsApp , its heat frequently at continue use of calling and camera for 5 minutes.",performance,Neutral,iphone11
"Android to Ios A13 its blast performance can be feel, some time lacks in WhatsApp , its heat frequently at continue use of calling and camera for 5 minutes.",camera,Neutral,iphone11
Overall phone is good but my point is as per feature wise if you compare then its over priced.,price,Neutral,iphone11
Camera is normal.,camera,Neutral,iphone11
Lov it best phone in this range highly recommended pls buy the performance of phone is awesomeCamera quality awesomeREAD MORE,performance,Positive,iphone11
Lov it best phone in this range highly recommended pls buy the performance of phone is awesomeCamera quality awesomeREAD MORE,camera,Positive,iphone11
I dont see any drastic improvement in camera quality.,camera,Neutral,iphone11
Fabulous great performance A good promotion from x to 11 READ MORE,performance,Positive,iphone11
Best phone ur money can get specially if u want top specs in this pricesREAD MORE,price,Positive,iphone11
I love the camera READ MORE,camera,Positive,iphone11
Display quality very badREAD MORE,display,Negative,iphone11
A perfect camera phoneREAD MORE,camera,Positive,iphone11
1.Excellent camera with moderate battery backup and display 2.feeling bit heavy in weight3.,battery,Positive,iphone11
1.Excellent camera with moderate battery backup and display 2.feeling bit heavy in weight3.,display,Positive,iphone11
1.Excellent camera with moderate battery backup and display 2.feeling bit heavy in weight3.,camera,Positive,iphone11
black beauty with great performance.,performance,Positive,iphone11
Nice but battery capacity is very lowREAD MORE,battery,Neutral,iphone11
camera quality is awesome.,camera,Positive,iphone11
Just one word awesome go for it guys you will not regret itCons only one the display quality at this price point but it better than any full hd displayREAD MORE,display,Positive,iphone11
Just one word awesome go for it guys you will not regret itCons only one the display quality at this price point but it better than any full hd displayREAD MORE,price,Positive,iphone11
performance is unbelievable.,performance,Positive,iphone11
fulfilled my expectations PUBG loaded in 6 to 10 seconds camera is best.,camera,Positive,iphone11
"After heavy usage of 1 dayCamera very good, need to improve front cam a little bit found some disturbance while zoom in to a photoBattery not the best but still better than other iPhones i can use it for a full day without any issues screen time 5hr 30minDisplay no worries with the display u can see the screen without any issues during day timePerformance its a absolute gem in this segment, no lags Charging doesnt provide any charger jn the box bought a 20W charger it .READ MORE",battery,Positive,iphone11
"After heavy usage of 1 dayCamera very good, need to improve front cam a little bit found some disturbance while zoom in to a photoBattery not the best but still better than other iPhones i can use it for a full day without any issues screen time 5hr 30minDisplay no worries with the display u can see the screen without any issues during day timePerformance its a absolute gem in this segment, no lags Charging doesnt provide any charger jn the box bought a 20W charger it .READ MORE",performance,Positive,iphone11
"After heavy usage of 1 dayCamera very good, need to improve front cam a little bit found some disturbance while zoom in to a photoBattery not the best but still better than other iPhones i can use it for a full day without any issues screen time 5hr 30minDisplay no worries with the display u can see the screen without any issues during day timePerformance its a absolute gem in this segment, no lags Charging doesnt provide any charger jn the box bought a 20W charger it .READ MORE",display,Positive,iphone11
"After heavy usage of 1 dayCamera very good, need to improve front cam a little bit found some disturbance while zoom in to a photoBattery not the best but still better than other iPhones i can use it for a full day without any issues screen time 5hr 30minDisplay no worries with the display u can see the screen without any issues during day timePerformance its a absolute gem in this segment, no lags Charging doesnt provide any charger jn the box bought a 20W charger it .READ MORE",camera,Positive,iphone11
everything is good about this phone however at 60k customer expect oled display which is lack in this phone.,display,Neutral,iphone11
Battery drain quality not good new phone just few days used les than 5 dayREAD MORE,battery,Negative,iphone11
Writing this review after 1 year of usageWhen Looking at the perfomance i feel it much more better than android.but the battery drains faster due to low maHIf u are a guy who donot need to download any third party apps then you can go for it.from google chrome or safari you cant downlod unauthorized apps.,battery,Negative,iphone11
Perfect phone Happy with performance.,performance,Positive,iphone11
Dont buy online camera issue phone not working properly hanging problem please dont buy from flipkartREAD MORE,camera,Negative,iphone11
Top notch performance.,performance,Positive,iphone11
specially camera READ MORE,camera,Positive,iphone11
iPhone is wellknown for its camera quality READ MORE,camera,Positive,iphone11
Best camera iphone11READ MORE,camera,Positive,iphone11
Battery performance has been good.,battery,Positive,iphone11
Battery performance has been good.,performance,Positive,iphone11
I like it best performanceREAD MORE,performance,Positive,iphone11
Good Camera QualityREAD MORE,camera,Positive,iphone11
camera and music is so good.,camera,Positive,iphone11
Amazing performance READ MORE,performance,Positive,iphone11
Camera Quality is best in market.,camera,Positive,iphone11
Display 6.1 inch Awesome flawless true tone display.,display,Positive,iphone11
"Performance I dont have to to say anything, no other brand phone can match this iPhones Performance.",performance,Neutral,iphone11
"Battery Only flaw i have found that, the performance of battery is not upto t.READ MORE",battery,Neutral,iphone11
"Battery Only flaw i have found that, the performance of battery is not upto t.READ MORE",performance,Neutral,iphone11
"Delivery is genuine, camera was fantastic, i get about 8hrs of screen on time .READ",camera,Positive,iphone11
Camera is fantastic.,camera,Positive,iphone11
There is issue with the battery only very less capacity.,battery,Negative,iphone11
It is my first iphone and i loved the camera and I will like to say it is difficult to use compared to android.,camera,Positive,iphone11
Best camera phoneREAD MORE,camera,Positive,iphone11
Its battery drain is low when you charge till 100. 100 to 90 the battery is superb.,battery,Positive,iphone11
Amazing performance.the brand speaks for itselfREAD MORE,performance,Positive,iphone11
Excellent phone in excellent price LOVE IT.READ MORE,price,Positive,iphone11
Camera and everything its good bt it hit alot in 15to 20 minutes onlyREAD MORE,camera,Neutral,iphone11
1. Display 2.,display,Neutral,iphone11
Camera,camera,Positive,iphone11
You cant complain about display when you will use this display lcd display is also a better display and The 3rd camera which is telephoto lens I dont think so this would be useful because we usually dont click the picture with the telephoto lens th.READ MORE,display,Neutral,iphone11
You cant complain about display when you will use this display lcd display is also a better display and The 3rd camera which is telephoto lens I dont think so this would be useful because we usually dont click the picture with the telephoto lens th.READ MORE,camera,Neutral,iphone11
Superb performance of phone Camera is good Battery is also goodREAD MORE,battery,Positive,iphone11
Superb performance of phone Camera is good Battery is also goodREAD MORE,performance,Positive,iphone11
Superb performance of phone Camera is good Battery is also goodREAD MORE,camera,Positive,iphone11
Awsome value for money phoneHaters gonna hate but Apple is still the bestYou can surely put your money on itIt will give you the best user experience Best camera and beast in performanceREAD MORE,performance,Positive,iphone11
Awsome value for money phoneHaters gonna hate but Apple is still the bestYou can surely put your money on itIt will give you the best user experience Best camera and beast in performanceREAD MORE,camera,Positive,iphone11
I got at gr8 price point thr various offers from Flipkart .,price,Positive,iphone11
"Camera at its best and also got good discount via HDFC card and got this product for Rs.61,545READ MORE",camera,Positive,iphone11
Crazily fast performanceGreat CameraGreat BatterySuperfast Face idAwesome looksGood screen qualitySlightly heavy though but doesnt trouble once you get used to it.,battery,Positive,iphone11
Crazily fast performanceGreat CameraGreat BatterySuperfast Face idAwesome looksGood screen qualitySlightly heavy though but doesnt trouble once you get used to it.,performance,Positive,iphone11
Crazily fast performanceGreat CameraGreat BatterySuperfast Face idAwesome looksGood screen qualitySlightly heavy though but doesnt trouble once you get used to it.,camera,Positive,iphone11
"Further, the device has many limitations in features be it camera or other applications compared to other .READ MORE",camera,Negative,iphone11
Zero no better picture quality no beter processing power and it takes 3 hr to go from 100 to 0 percent of batteryMy all money got wasted on that productREAD MORE,battery,Negative,iphone11
Only downgrade thing if you buy iphone is its battery it heats little bit and if you play games it only give you 23 hrs battery life then again charge other wise 1516 hrs day life,battery,Neutral,iphone11
One of the best cameraREAD MORE,camera,Positive,iphone11
Good phone I buy for camera.,camera,Positive,iphone11
camera is superb.,camera,Positive,iphone11
Good battery life.,battery,Positive,iphone11
"People wont notice even, as its a real quality apple retina display.",display,Positive,iphone11
Nice phone.but I bought it for 49000.now it prices 45000 .with in a week gap 4000 differenceREAD MORE,price,Neutral,iphone11
"Camera owsm , performance owsm , hd retina display , loving it , value of money only on offers daysREAD MORE",performance,Positive,iphone11
"Camera owsm , performance owsm , hd retina display , loving it , value of money only on offers daysREAD MORE",display,Positive,iphone11
"Camera owsm , performance owsm , hd retina display , loving it , value of money only on offers daysREAD MORE",camera,Positive,iphone11
Next day of purchase price get fallen with 4000READ MORE,price,Negative,iphone11
Performance READ MORE,performance,Positive,iphone11
camera thaaru maaru.,camera,Negative,iphone11
Battery 5 Star2.,battery,Positive,iphone11
