product,review
iphone11,"Not so good. Screen refresh rate is slow. Battery backup is not that good.Performance is good.My android phone which is cheaper than this is faster than this.For Apple name only, purchase it otherwise there are other good android phones, with cameras better than this phone.READ MORE"
iphone11,"Bought New iphone 11Good Points : Battery life, work experience, touch smoothnessBad points : Camera is not as good if compare these pics with an average budget phone, not expected undetailed picsLow refresh rate : phone works at normal speed while scrolling and using the touch, not even like 60 Hz refresh rate.READ MORE"
iphone11,Iphone11 nice designing is vary good and vary nice nice so sweet camera and music of this phoneREAD MORE
iphone11,This phone is very versatile and camera is very good especially in low light. Also design is very stylish and comfortable in hand.READ MORE
iphone11,Nice product . Nice camera and good processing. But if u have 2 things in your mind then u should buy iphone 12 . 1st - oled display2nd - 5G service for future useFor short time use ofcourse 11 is not bad then 12READ MORE
iphone11,I got the product safe the secure ….. good experience with Flipkart love itREAD MORE
iphone11,"Was scared to purchase this online but it was as it is, working really well and even comes with warranty. Authentic one and looks super sleek and niceREAD MORE"
iphone11,"Overalll a good phone i am a regular android need a chnge so switched over to iphone,not much user friendly but quality wise the best phone u can get.camera looks awesome in daylight night mode quite not gud compared to other phones at this price range.but overall a better phone to buy .the finishing u can never get in android .READ MORE"
iphone11,Thank you flipkart for fast delivery It was the best product i have ever seenBest cameraBest gaming performBest smooth experienceOmg what a phone ❤️#ThankyouflipkartREAD MORE
iphone11,Don't know if it's only with my unit or every iPhone 11 is like this... I really didn't enjoy the battery backup.. like I just played cod for barely 1.5 hour and the battery went from 79% to 22%.. otherwise the phone is doing great.READ MORE
iphone11,1 week of use I must say this is the best although it could be better if they provided Earpods too as an Android user I didn't have one and have to bought extra. Better buy at offers and sales it would be good for budget.READ MORE
iphone11,"Best Buy... don't think just grab, I also have used 12 pro but that one is not worth the money on the other hand this one sure is worth every cent spent on this one..READ MORE"
iphone11,"I was using Android from past 15 years and found Android only best for me... 🤪🤪Undoubtedly, Iphone is more safe and has better software.... This phone is excellent ...but this time Flipkart took more higher time to get the same delivered... Iphone 15 ,16 v aan wale aa😂READ MORE"
iphone11,"Simply I love it !! Best mixture of hardware and software.' Pros ' -Smooth and complimenting UI, with iOS 14.4 and widget update -What frame drop? Be amazed to experience lag-free games and smooth performance across -camera - perfect night vision camera Cons 'And it's nonMaybe the screen refresh rate is low, but the iOS experience deceives itREAD MORE"
iphone11,"The iPhone 11 - the successor to the iPhone XR - has gone from secondary handset to firmly take the limelight. Offering most of the top-end camera technology of the powerful iPhone 11 Pro, it packs good spec and manages to do so for a lower cost than many would expect - this is the one to go for if you want a good value new iPhoneREAD MORE"
iphone11,The phone has classy look in hand. Exquisite fit and finish.  Have been using iPhones for the last 6 years so that the OS and UI are same with other models. Camera and loud speaker has been improved a lot. Reached the package fast and intact. The phone worth the premium paid.READ MORE
iphone11,It is good but have some issues like apple i.d.Social apps like facebook looks like we used in 7-8 years ago in smartphones.Otherwise camera is best.Overall performance is less than android.READ MORE
iphone11,I think you can go for iphone 12 if your budget is high otherwise iphone 11 have only ips lcd display which is not better than iphone 12 oled display and camera is best performance is betterREAD MORE
iphone11,My 3rd iPhone 📱 Great performance 👍💪 Amazing visual and sound clarity 👏👏 awesome as always.READ MORE
iphone11,Its value for money I must say . I phone is the best what else I can say. Its camera is amazing and low light pictures are way too good. The performance is obviously great but battery takes time to charge with the charger provided . The battery lasts only a day and not more. Overall its a great buy.READ MORE
iphone11,Flipkart delivered in 24 hrs in a well packaged box. The phone itself is smooth and buttery with class. I am returning to iPhone after 7 years using android and my decision point was peace of mind software support for next 4-5 years. I am so glad I did. Instead of spending 50k+ on an android flagship iPhone is better. Yes not all android apps are available in iOS but user iOS experience blows away. If you there for new flagship phone go for it.READ MORE
iphone11,"Its the best product that person already in apple ecosystem can get.As always flipkart was true to the word on delivery and the product came within 2 days. package was good and flipkart used otp and secondary confirmation via telephone call for satisfaction that the product was delivered on time.as for the iphone 11, Screen is 6.1 inch , though resolution is HD but still you cant find the difference. phone is fast and data was easily transferred from one iphone to other by apple NO Difficul...READ MORE"
iphone11,Phone is good. 1st tym on iOS. Enjoying it till now. Things seems to be perfect and easier than android. Will take some time to get accustomed to the iOS.READ MORE
iphone11,Nice but the price will keep outstanding for everyone to buy it other wise full secured handset Battery backup is awesome processor no words about it if we use with wifi the speed is different compare to one plus 7tREAD MORE
iphone11,"Overall the phone is great.Just the battery performance is little bit lower then iphone xr and other varients and the display is not as good as iphone 11 pro max but yaa the price is also lesser then this so it balances that. Other then that phone is great, camera is awesome, best for videos too and all other performances.READ MORE"
iphone11,Superb original product. Delivered before time by Flipkart. It has a bigger bezels. LCD screen when every one is offering amoled screen at less price. But still performance is superb. Very fast phone. You will enjoy it.READ MORE
iphone11,This is my 3 month usage review The best quality of this phone is Camera superb Battery life amazing literally I bought this forn 64900 value for money at this priceREAD MORE
iphone11,Well if u r looking for a gaming phone in which u can totally trust ur money on this is the phone for u. I played a few T1 customs in PUBG today with HDR extreme frame rate and there was literally no render in the device. Just go for it man this is a beast of a phone.READ MORE
iphone11,Delivery was super fast within 48 hours. Loved the product. You might feel you are overspending for a regular mobile user but at the end of the day its iphone!!!READ MORE
iphone11,"The best phone, As usual. After iPhone X I have this iPhone 11 (dual camera variant)... swift up gradation for me. battery operating time seems to be enhanced in this model.. camera quality is awesome :)READ MORE"
iphone11,"Actually iPhone is amazing but it doesn’t have all features. Generally it has some limitations but it doesn’t have some good features also like dialer is not good, alarm app has no notifications and some errors, browser doesn’t have flexibility some apps have limited functionality. Security is great camara and speed also fantastic but not daily driverREAD MORE"
iphone11,"Phone works great except the battery,drains quicker when you are playing high graphics game like fortnite etcREAD MORE"
iphone11,Best camera with best battery I’ve been using since morning but still 70%. Apple really work for the battery this time. Already in love with the productREAD MORE
iphone11,"The phone is simply phenomenal, I upgraded from my 7 Plus and it was definitely worth it.The battery life is good, the cameras are great. The phone is a bit big if you’re not used to keeping a big phone. I prefer big phones so I feel comfortable around it.Having lena guard is a must. Overall it’s a great phone, you shouldn’t upgrade from X or Xs. Not even tiny bit of difference but if you’re on a phone prior to that, go for it.READ MORE"
iphone11,"Although I already bought my first ever Apple product last year (iPad 2018), this is my first iPhone ever. And I love it! I keep seeing people talk about the usual things - the battery, the camera, the display - all that is good but where I think this device knocked it outta the park is it’s performance along with the ease of the iOS 13. Some really zippy work there. Secondly, I like how this syncs up with my iPad all the time, it’s like they’re good mates.Apple Arcade - not too many top g...READ MORE"
iphone11,"Great Phone, I am using mobile phone since 1999, this one is best in all. Very smooth and powerful, Flipkart is best place to buy. Flipkart sells original Apple Phone and with offers. Thanks Flipkart team.READ MORE"
iphone11,absolutely stunning phone. Switching from android to ios has been an absolute great experience. Best purchase till date. Kudos to apple.READ MORE
iphone11,"Have been used for 2 months its quite good but not satisfied with the camera quality, because of the wide angle lens there is too much lens distortion on the edges i will say 7+ has much more better camera quality with crisp images and with very less lens distortion....READ MORE"
iphone11,just hold it in ur hand and u will be very impressed by its quality. Screen is not full hd but trust me you wont feel it a bit. Very satisfied with purchase.READ MORE
iphone11,Man man man!!!!!!!This phone is just awesome 😍Let me just tell the Advantages of iPhone 11 •This phone is having 4K video recording. It supports 2160p@24/30/60fps and 1080p@30/60/120/240fps video• Having HDR• It is also having IP68 dust/water-resistant.• Most Important it’s speaker’s it’s just blow your mind awesome👏🏻 • Night Mode is unbeatable although its not you can switch to but it automatically detect when to turn night mode active•Wireless Charging / Fast-charging SupportCON...READ MORE
iphone11,Amazing product.Had waited for sometime to decide if I should go for the XR or the 11. Landed on this later. The device is just so snappy that i feel like my work moves faster. Recommend for anyone who loves the Apple ecosystem and needs performance.READ MORE
iphone11,The fresh new iphone in my hands product red. The display is good just like the X or Xs but the selling point here is the camera and it is really good. The battery is really improved and the new chipset give power packed performance. Not a very smart buy if u already have an iphone X or Xs. But look for all the deals and offers and buy it at the minimum price.READ MORE
iphone11,"awesome phone, value for money. nothing is like iphone 11. i just love it. thanks flipkart for safe and quick delivery.READ MORE"
iphone11,"I love this iPhone 11, excellent battery backup, superb camera, performance is all time good in iPhone, because this is iOS. Writing this review after 2 months usage, don’t look back go for it damn sure you satisfied a lotREAD MORE"
iphone11,Screen is LCD however it is a great looking screen. It is sad that you are spending so much money and not even getting a fast charger. The camera is amazing and os has always been a pleasure to use. Definitely not value for money but the design and quality is certainly amazingREAD MORE
iphone11,The Camera is a beast! Performance super Smooth . Screen Resolution : The screen resolution ain’t so great . Even the cheapest of android phones come with a 1080i display but not the damn iPhone 11. Thats a major setback . The pictures in Instagram and FB don’t look appealing enough until you get used to the 720p resolution .Battery :Decent Back up . Lasts a day with moderate usage . PubG drains out the battery pretty bad .This is my first iOS experience . Loving it!READ MORE
iphone11,I just loved it till now. Everything perfect . Just single star missed coz while in call voice is low . Can’t hear proper . But when connected to earphones it’s perfect .READ MORE
iphone11,awesome phone. nice camera quality and sound. feeling very happy buying this smartphone. But after 4 month it’s right side speaker of earphone not working. Feeling sad.READ MORE
iphone11,"This is a gift for my wife. She preferred the green colored iPhone, as it is a new color introduced by Apple.Avid user of IPhones for the last 6 years starting with I phone 5S.She started using the product immediately after we received it & she loving it.Refer to my ratings as per below:Delivery Time: Amazing (3 days)Looks: Awesome. Exactly same as it was shown in the portalValue for money: satisfied. I got an instant discount of Rs 6000/- on the m.r.p (hdfc cards). Definite recommen...READ MORE"
iphone11,"Simply wow the camera, battery backup, gaming performance, display quality and most of the value for money.... I would recommend this phone to any one who would like to move to the iPhone world. ✌️READ MORE"
iphone11,"The phone is really super trust me I used apple since iphone 4s and i could say their product is really fantastic beside you can choose note 10 also but for IOS lover iphone 11 will be better,"".READ MORE"
iphone11,upgraded from iPhone 7 and was introduced to a great performance right out of the box .Worth  every penny spend on the premium phone . Great camera especially the night modeREAD MORE
iphone11,"Great phone, using from last 4 months. No issues till now, good battery backup for 1 day with good usage. Loving this upgrade from iPhone 7, worth the package.READ MORE"
iphone11,"Incredible phone with a excellent battery and a better experience.Those who are concerned about its screen quality.Trust me this is one of the best IPS panal.Previously I used OnePlus 5t which had a full hd AMOLED display,but I didn't notice a huge difference.If a get a fabulous deal then just go for it.READ MORE"
iphone11,This is my first apple phone and I'm totally fascinated by this product thank you Flipkart 👍🏻READ MORE
iphone11,"PUBG REVIEWI bought this device for pubg,to play custom tournaments,and earn money..A13 chip is amazing..no lag in customs matches on mobile network..i play on airtel net.sim network..80-90 ms...One thing is battery consumption is 15% per match..xr takes 10% per match..so i hope apple fix this..Sometime during matches it heats a little..then cool down automatic..so heating issue is not a problem..Touch response is way better than android lcd..For gaming it is really beast..but if yo...READ MORE"
iphone11,This is amazing at allREAD MORE
iphone11,Camera is awesomeBest battery backupA performer 👌🏻It will be a real value for money if they provide charger and earphone inbox!READ MORE
iphone11,Very very goodREAD MORE
iphone11,It’s really awesomeREAD MORE
iphone11,Value for money 😍READ MORE
iphone11,V Good allREAD MORE
iphone11,Good product 👌I love iPhoneREAD MORE
iphone11,"Go for iPhone 11 , if confused between iPhone 11 or iPhone 12 mini.Battery Life is enhanced , it worked for complete 2 days without charging it. Explored new features of taking screenshot by clicking on apple logo by Haptic Touch , Portrait mode with stage effect enhanced & slow motion selfie.READ MORE"
iphone11,Good CameraREAD MORE
iphone11,Awesome Battery Life...Camera clarity is too good..Value for money...Its gives full day battery backup in single charge...READ MORE
iphone11,Perfect Product!!READ MORE
iphone11,Feeling awesome after getting the delivery of my phone. Dual speakers makes the sound quality very loud. Amazing!!READ MORE
iphone11,very good camera qualityREAD MORE
iphone11,It’s very good battery life and display and video quality and ther performance of iPhone.....🔥🔥🌈READ MORE
iphone11,Value for money 🖤🖤READ MORE
iphone11,Buy it if you afford it 😜READ MORE
iphone11,Excellent Phone.READ MORE
iphone11,Purple is bestREAD MORE
iphone11,Superbb performance n camera is awesome 😍😍READ MORE
iphone11,Phone Is So GoodREAD MORE
iphone11,🎈Battery🎈Performance 🎈Camera🎈Price🎊All together worth IT ♥️♥️♥️♥️READ MORE
iphone11,Nice productThe camera is extremely good which i liked the most.Got delivery within 24 hrs. Thanks to FlipkartREAD MORE
iphone11,Camera is just wow 👌👌READ MORE
iphone11,Excellent PhoneREAD MORE
iphone11,Awesome Best iPhone 😍👍🏼READ MORE
iphone11,Amazing...I am switched Samsung note9 into Iphone 11 one year ago..This phone is amazing...Android ki auqat Iphone use karne ke baad hi pata chalegi!!!!READ MORE
iphone11,Awsn loved itREAD MORE
iphone11,"If you get it you would definitely not regret it. It is a premium flagship phone. Love for apple, love for iphone.READ MORE"
iphone11,excellent look...READ MORE
iphone11,NYCREAD MORE
iphone11,"first iphone from android.what can I say, iphone 11 says it all. earlier I used to abuse iphone users by saying show off, but after using it .. it’s completely worth it..p.s: there is still little pain in lower abdomen 😜READ MORE"
iphone11,Definitely worth purchaseREAD MORE
iphone11,Loving it!!! 🤩SE to 11❤️A Big & Worthy Upgrade🥰💥READ MORE
iphone11,I upgraded from 7 plus and Im not regretting it. The only thing missing is OLED display other than that 11 is no where lesser than 11pro.READ MORE
iphone11,Product 100%READ MORE
iphone11,Best camera everREAD MORE
iphone11,I’m satisfy😍😍READ MORE
iphone11,Loved it...READ MORE
iphone11,Very goodREAD MORE
iphone11,"iPhone 11 is a good phone. Not a very big difference between 12 except for the OLED screen and a very minor camera improvement which is you cant make a difference. If you are planning for a iPhone and you have budget you definitely can go for this without second thoughts. Now some people are complaining and giving review 0 or so because there is no charger and headphones, but thats been already mentioned so I assume they are illiterate. Its not that Flipkart is removing them duh. Anyways bee...READ MORE"
iphone11,Awesome 💙READ MORE
iphone11,Love itREAD MORE
iphone11,Fantastic phoneREAD MORE
iphone11,Best Mobile in the world... after 11pronothing to say...just ..... jst...😍😍😍READ MORE
iphone11,Very goodREAD MORE
iphone11,over all its nice.. color... purple. 😍READ MORE
iphone11,Superb Phone..READ MORE
iphone11,Just enjoy the power of it!READ MORE
iphone11,Awesome camera❤️ and gud battery backupREAD MORE
iphone11,Excellent product but packing was not upto mark..READ MORE
iphone11,"Awesome phone, great display(may not be a OLED)...very fast processor...taking portrait photo is the real joy.READ MORE"
iphone11,"Using this phone from last 4days, great camera quality love itREAD MORE"
iphone11,Excellent Fabulous Adorable Iphone 11 Value for money and premium phoneREAD MORE
iphone11,My first ever I phone and awesome performance camera battery and smoother than my previous phoneREAD MORE
iphone11,Loved it!!READ MORE
iphone11,Outstanding performance this phoneREAD MORE
iphone11,Awesome Phone. Battery backup top-notch...READ MORE
iphone11,happy ❤️READ MORE
iphone11,only the name worth it with d price.READ MORE
iphone11,Quality cameraREAD MORE
iphone11,"I received a defected product which was already used Because phone warranty is less than 10 months, it means phone is already activated by someone and flipkart not help meREAD MORE"
iphone11,Best phoneREAD MORE
iphone11,Perfect iPhone on this budget!! Camera and the night mode is crazy and killing it 🤩 Also the colour suits for everyone ❤️READ MORE
iphone11,Its too good. The camera stabilizer is also very good.READ MORE
iphone11,"Battery heats every once in a while. Also, while Apple claims that the battery lasts 1 hour more than iphone XR, I personally have tried testing and the hard fact is that it doesnt. Phone’s performance and camera is great. Just that battery life js not very great. Also, no fast charger comes in the box. Charging the phone takes more than 2.5 hours.READ MORE"
iphone11,My dream is complete just mind-blowing phone camera is superb 😌✨😍READ MORE
iphone11,loved itREAD MORE
iphone11,Awesome Thanks FlipkartREAD MORE
iphone11,Really a giant for battery backup and really gaming phone rest all you know very well1st pic During night portraits 2nd pic Ultra wide3rd pic night light4th pic studio light portraitREAD MORE
iphone11,camera is very good.READ MORE
iphone11,yellow looks amazing and unique color and phone is osmREAD MORE
iphone11,nice phone....READ MORE
iphone11,"Using my first apple product.~Camera is good,getting little use to IOS~Hate the slow 5W charger bundled along Earlier I used Oneplus 6 which used to get charge lighting fast~Camera clicks are too natural, you don’t get any beautification like Vivo oppo or something ~Yes battery drains a lil slow so backup is good ~Screen quality is okay okay but loved the dark mode~Sound quality is really good,it surrounds really properly I would have completely loved the product more if they would ha...READ MORE"
iphone11,Very nice iPhone 11 i lakeREAD MORE
iphone11,Amazing camera quality.READ MORE
iphone11,If you want to buy a latest iPhone in an affordable price.. go for it... everything is best on itREAD MORE
iphone11,Loving it!!!Great product👌🏻READ MORE
iphone11,Nice camera...READ MORE
iphone11,"The camera of this mobile is very good, battery life is also goodREAD MORE"
iphone11,ExcellentREAD MORE
iphone11,Nice device but very Fast drain About 1day ( 2 time charge this device.....)Overall good performance...READ MORE
iphone11,"Very bad experience on buying iphone 11 on flipkart received defective product and realized after 20 days of purchase blurry dark spot in rare camera appearing, frequent calls drops and i requsted flipkart for a replacement but they denied and told me to contact apple now i have given the phone to apple store they are going to replace the camera and give it to me. it will be like im using a repaired defective phone. even after paying so much money for the phone there is a defect.READ MORE"
iphone11,Best Switch to an iPhone from Android..READ MORE
iphone11,Just awesome everything is perfect.Camera outstanding ⭐️⭐️⭐️⭐️⭐️READ MORE
iphone11,100% OriginalREAD MORE
iphone11,"Probably the best phone one can get !!! Best camera , performance, display…A big YES for this beast!!READ MORE"
iphone11,Switched from 6s and absolutely loving it 😍 Everything is sooo good. Totally worth it 💯☺️READ MORE
iphone11,Power packed performance. Great cameras. Top class phone.READ MORE
iphone11,Very good ☺️ phoneREAD MORE
iphone11,Finally purchased iphone 11 instead of XR and its awesome decisionREAD MORE
iphone11,Check image quality Camera Performance SuperbDisplay GoodBattery Performance Very GoodiPhone 11 Value For Money ProductOverall AwesomeREAD MORE
iphone11,So damn aesthetic ❤️‍🔥 ….I’m so happyREAD MORE
iphone11,Nice imageREAD MORE
iphone11,I am very happy....READ MORE
iphone11,Amazing!!!iPhone 11 is love.READ MORE
iphone11,Nice iPhone camera quality and battery performance very good but not charger and headphone/earpod inside..READ MORE
iphone11,Exactly mach what you expect and where Spent your money . Pros:1. Battery 10/102. Camera 10/103. Performance 10/104. Premiem Feel 10/105. One handed grip 9/106. Network Capability 9/107. Siri 8/108. App manegement 9/109. Sound on Speaker 8/10Cons:1. Side Panel colour quality 6/102. In-box Charger 6/10READ MORE
iphone11,"With the iPhone 11, that's even more true than before. It's still the people's iPhone. It has faster performance, an ultra wide camera, night mode, an hour longer battery life,READ MORE"
iphone11,Awesome...🤩😍😍READ MORE
iphone11,Awesome camera.READ MORE
iphone11,Finally got it 😙READ MORE
iphone11,I am upgrading from Redmi 6A to iphone 11This is my dream phone happy to purchase from my own money at Rs 48500READ MORE
iphone11,best phoneREAD MORE
iphone11,Just amazing..battery is so powerful...camera is crystal clear..i loved iphoneREAD MORE
iphone11,Nice Quality ProductREAD MORE
iphone11,"Just awesome. No comparison with other phones. Night mode is perfect, Battery backup is perfect. Upgrade from X to 11.READ MORE"
iphone11,Screen issue with black spot...not good product....Samsung is better in this thing...recommend to go for Samsung only..READ MORE
iphone11,Bad packaging and box seal is broken.. it's like someone open the product.. very bad experience with supercomnet and Flipkart also.. i didn't expect this for such a great product and brand.. they broke my trust.. whatever i just sign up with Apple id.. and phone performance is great.. but why should I buy a open box product from ecom site.. i feel scared about future.. don't know there is any problem waiting for me.. My first iPhone purchase from Flipkart experience is very very disappointing...READ MORE
iphone11,Value for money. Having a awesome experience with the phone. I am using both XS and this one. Can’t spot much differencesREAD MORE
iphone11,iPhone 11 Value for money great productREAD MORE
iphone11,Nothing to say about it. It describes itself everything.  Just a beast in the segment and unmatchable. Dream came true as now I am an Iphone user too.READ MORE
iphone11,So beautiful camera in facility❤️❤️❤️READ MORE
iphone11,Value for money ✌️READ MORE
iphone11,Nice phoneREAD MORE
iphone11,iPhone completes the elegance 💸❤️READ MORE
iphone11,Delightful✌🏻READ MORE
iphone11,Amazing Phone 😍😍😍READ MORE
iphone11,"my 1st iphone,iphone 11 and xr also good in that price u can choose between this two phones.. am talking about frount camera it’s too good compared to androids phoneREAD MORE"
iphone11,Excellent phone it’s a pro and value for the money you spent never gonna regret the buying of this phoneSome amazing shots clicked by this iPhoneREAD MORE
iphone11,Superb mobile value for moneyREAD MORE
iphone11,Amazing flagship even in 2021 Some pics to checkoutREAD MORE
iphone11,Superb product ❤️☺️❤️READ MORE
iphone11,amazing product and thanx to flipkart for this 😍😍😘😘😘😘READ MORE
iphone11,"Just OSM🔥 my 1st iPhone,, and I loved it😍 satisfied 😌READ MORE"
iphone11,So satisfying to use this phone😍READ MORE
iphone11,One of the best productsREAD MORE
iphone11,"Amazing, Multi Billion Dollar Deal i got, at Rs 53000/-, I have upgraded from my 6s, i was desperately waiting for this.thanks to flipkartthnks to HDFC.READ MORE"
iphone11,Everything is awesome about this phone except the following:No fast chargerNo fingerprint scannerYou still need to swipe up manually after face unlockREAD MORE
iphone11,No word to say ..simply Awesome. Love it😘😘😘😘READ MORE
iphone11,Superbb product but battery level little bit to improveREAD MORE
iphone11,1.Camera is excellent2. I love Iphone For its Security Features They offer security features like facial or fingerprint                authentication to protect your personal information. The iPhone even stops apps from tracking your activity online because of a limited OS and platform. Its iMessages and FaceTime video calls are also end-to-end encryptedREAD MORE
iphone11,Original product for apple and security seal pack for flipcart but some item missing fir apple head phone and  charger I Requested apple please add Headphones and chargerREAD MORE
iphone11,Simply awesome devicePerfect cameraAwesome features.Slow motion recording is just amazing 😍READ MORE
iphone11,ClassyREAD MORE
iphone11,Awesome product 😍😍😍😍READ MORE
iphone11,Must buyREAD MORE
iphone11,Raw power n performance. Perfect choice considering value for money. Definitely one of the best to get. Loving the experience !!READ MORE
iphone11,"Awesome product,no doubt at all*best in delivery process ekartBefore time delivery (48 hours) 👌👌👌READ MORE"
iphone11,"Best Camera, good speakers and I guess green is the best color. Oh..yeah..good battery backup tooREAD MORE"
iphone11,So gud prodact very very happy i phn 11 😍😍Camera osm 😍😍READ MORE
iphone11,"I got call twice from flipkart asking the product review within a week, phone was working fine during that time and i was happy.but now after 12 days of purchase, Phone keeps restaring in every 10 to 15 minutesOverheat, other end people are not able to hear me when on call.Reset , updates etc trid as part of troubleshooting but no go.Are you selling Phone with Manufacturing defects on offer ??READ MORE"
iphone11,Top notch cameraREAD MORE
iphone11,Really it's a premium mobile.READ MORE
iphone11,Upgraded from iphone 7 n i must say its value for moneyREAD MORE
iphone11,They gave me product with broken seal and box as well. Worst experience. Please don't buy such things from flipkart. They don't accept replacement or even refund. I put replacement after 5 min of receiving the product and i have unboxing vid also but they simple rejected my requests.READ MORE
iphone11,Best in class phone battery is not up to mark but not bad also all round phone is best👌👌👌READ MORE
iphone11,Superb phone .Great battery live and insane performance .I would recommend this phone to any one who would like to move to apple productsREAD MORE
iphone11,AwesomeREAD MORE
iphone11,Lovely camera quality!! Worth buyingREAD MORE
iphone11,"New Phone worked for 2 weeks. After it gone dead without any reason and unfortunately lockdown hence at repair center for last 2 weeks. There were a exchange offer for old phone but they deducted amount saying one scratch on edge of old phone, infact any phone if u use for 1 month, if u use ring on ur finger it will come. It was not at all visible. The display, battery, performance for the old phone was perfect, still they deducted. With this experience i suggest you to buy phones from author...READ MORE"
iphone11,Super camera qualityREAD MORE
iphone11,Thats awesomeREAD MORE
iphone11,Loved it 😍READ MORE
iphone11,vry nice productREAD MORE
iphone11,"It just wow😲, amazing performance, camera, battery and value for money. Love this phone♥️♥️READ MORE"
iphone11,Jus one word “Awesome”READ MORE
iphone11,"I bought IPhone 11 and It's regretted to say that, after getting mobile phone, I am facing problem very much. the camera quality is poor and not working properly. The speaker is damage and feel disturbance.READ MORE"
iphone11,Damn the camera! 🏴‍☠️The smoothness! ⭐Battery life far better then what i thought! 🌼Unlimited tools to access!☀️Best security options! 🔥Deal which i was waiting for! 🌈🙏Guyz its really worth the money! U won't regret✨Thankuyou @Flipkart❤️READ MORE
iphone11,Thanks for flipkart  this mobile is very best. I promise date is is delivery is doneREAD MORE
iphone11,Monster ❤️‍🔥READ MORE
iphone11,"So it’s a quick review of iPhone 11 in 2022, I would suggest you for buying iPhone 12 or 13  because of heating and battery issues, it’s good no doubt but if you are a gamer it’s gonna heat no fps but the battery drain is very bad so I would suggest to buy iPhone 12 or 13READ MORE"
iphone11,Very niceREAD MORE
iphone11,Green beauty💚READ MORE
iphone11,"The night mode is excellent, this picture is taken at 9:30 PMAnd the performance is amazing.READ MORE"
iphone11,"I had hopes of this amazing camera I could use for photography or simply to just take photos of day to day life and capture the exact beauty… whilst this camera does come with noticeable improvements from previous iPhones, it isn’t amazing. I would have wanted something more from a camera that had been the main focus of the phoneI'm madly love with this iPhone 💚READ MORE"
iphone11,goodREAD MORE
iphone11,Good productREAD MORE
iphone11,Amazing.... my first iphone ❤️❤️❤️❤️ it.READ MORE
iphone11,.excellent .100/100🥰🥰🥰🥰💥READ MORE
iphone11,It’s a good and original productREAD MORE
iphone11,MD sufiyan rider OwsmMobile nd battery mast h v goodREAD MORE
iphone11,One word : BEAST!!There’s no other phone in the entire smartphone industry which can beat the processor that Apple has put in this device - their very own A13 bionic chip.Glad that I’m returning back to Apple and iOS after a long time.READ MORE
iphone11,the things when phone can support 15 ampere chargers for quick charging why bloody apple guys giving 5 ampere charger adapter the old traditional one which is been coming all the way ..if charging good amount why not giving products accordinglyREAD MORE
iphone11,superb phone the battery back is greatand amazing cameraREAD MORE
iphone11,Best iphone!!!READ MORE
iphone11,Iphone11 (4/64)GB Green colorREAD MORE
iphone11,Phone battery is good 4K video recording is really amazingCamera is goodLow light performance should be improved Performance is goodSlow motion video create blinking on screen in artificial light Flipkart showed me quick delivery next day but the phone arrived one day late. I missed many memories to be captured. Upset with flipkart deliveryREAD MORE
iphone11,incredible 🎶 everything just 😍amazing !READ MORE
iphone11,I always love iPhones cameraREAD MORE
iphone11,No words to describe. It's beyond expectations. Go for this premium beast.READ MORE
iphone11,Awesome phone...READ MORE
iphone11,Just go for it without a second thought!READ MORE
iphone11,Awesumm camera good value for moneyREAD MORE
iphone11,Such an awesome experience with iPhone 11 awesome Camera quality.READ MORE
iphone11,Love this camera🤞READ MORE
iphone11,Wow superREAD MORE
iphone11,The camera is very goodREAD MORE
iphone11,"Good performance, good camera quality and good battery backup, just go for it.READ MORE"
iphone11,"I have an iPhone11, and the red variant colour is such a amazing look, the camera quality is superb and the battery performance is awesome.READ MORE"
iphone11,My first iphone from own salaryREAD MORE
iphone11,Awsum ph.just go for itREAD MORE
iphone11,I received the original one.. great app.. thank you Flipkart.. i ws so speedy delivery tooREAD MORE
iphone11,My i phone face lock opens with some others faceREAD MORE
iphone11,"Its been 6 months i have been using this phoneSwitched from Oneplus 6I was worried about battery life Before buying, but battery capacity is amazing, full charge One day - No problem.READ MORE"
iphone11,My first flagship mobile...it’s completely worth for money😍😇READ MORE
iphone11,Loved it ❤️!!!READ MORE
iphone11,Well.... i got brand new phone from Flipkart... that was my utmost concern ever since i had ordered this i phone... some negative reviews made some of my past nights sleepless.... although i may be one of those fortunate ones who got new phone... one less star is for late delevery as well as for a bit low battery performance than i expected... rest it is great product so far from Apple...READ MORE
iphone11,Iphone is BrandREAD MORE
iphone11,Awesome performance with pro cameraREAD MORE
iphone11,Iphone 11 proforming is Exelent..READ MORE
iphone11,"The Phone is Amazing The design, the camera, the sound, the glass, the processor, the unlocking system even in so dark it gets open after recognising the face within fraction of second, the best part the size of phone is handy and sleek.Worth it to invest Rs 73,600/-READ MORE"
iphone11,Camera is awesome Battery lasts more than a day without gamesSpeakers goodTakes 3 Hrs for full chargeREAD MORE
iphone11,"beautiful shining, battery performance is too good.only the draw back is my expectations not meeted front cam but back cam is superb.READ MORE"
iphone11,"The phone camera is ultimate even in night,Battery backup ,Screen performance, processorbest quality love this❤️READ MORE"
iphone11,NiceREAD MORE
iphone11,❤❤nycc👌👌👌👌👌READ MORE
iphone11,Super productREAD MORE
iphone11,This is a picture taken at 12 mid night with clouds all around with very minimal light available on the street the camera is mind blowingREAD MORE
iphone11,awesome...❤❤READ MORE
iphone11,The products is good and but apple should give the full hd display and 18 W charger in box that help to  lotREAD MORE
